agency,awardeeCity,awardeeName,awardeeStateCode,fundsObligatedAmt,id,publicAccessMandate,date,startDate,title
NSF,BRONX,Research Foundation Of The City University Of New York (Lehman),NY,316000,1547205,0,08/06/2015,09/01/2015,INSPIRE: Optimization Algorithms for Regional Thermoelectric Power Generation with Nonlinear Interference
NSF,GAITHERSBURG,NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,MD,13909389,1508249,0,07/28/2015,09/01/2015,The NIST/NSF Center for High Resolution Neutron Scattering
NSF,ORONO,University of Maine,ME,213515,1548112,0,07/17/2015,09/01/2015,"EAGER: Utilizing arthropod prey species' phenology, availability, and life history at the deciduous-boreal ecotone to assess bird range geographic shifts"
NSF,LOWELL,University of Massachusetts Lowell,MA,366000,1538100,0,08/30/2015,09/01/2015,Acoustics-based Structural Health Monitoring of Closed-Cavities and Its Application to Wind Turbine Blades
NSF,LOWELL,University of Massachusetts Lowell,MA,200915,1511507,0,06/27/2015,09/01/2015,UNS: Collaborative Research: Leading Edge Vortex Evolution on Compliant Biologically-Inspired Wings
NSF,PITTSBURGH,Carnegie-Mellon University,PA,266000,1526092,0,08/06/2015,09/01/2015,"AF: Small: Approximate optimization: Algorithms, Hardness, and Integrality Gaps"
NSF,EUGENE,University of Oregon Eugene,OR,15000,1551746,0,08/17/2015,09/01/2015,Student Participation at ACM Conference on Online Social Networks (CONS) 2015
NSF,RIVERSIDE,University of California-Riverside,CA,600000,1456725,0,08/27/2015,09/01/2015,IOS:  Interpretation of Stem Cell Promoting Transcription Factor Gradient
NSF,SYRACUSE,SUNY College of Environmental Science and Forestry,NY,1120000,1531757,0,08/17/2015,09/01/2015,MRI:  Acquisition of a Cryo Field Emission Transmission Electron Microscope
NSF,CAMBRIDGE,TERC Inc,MA,97919,1550897,0,08/20/2015,09/01/2015,RAPID: Retention of Early Algebraic Understanding
NSF,SYRACUSE,SUNY College of Environmental Science and Forestry,NY,236774,1536605,0,08/17/2015,09/01/2015,Collaborative Research: Coupled Ocean-Atmosphere Recycling of Refractory Dissolved Organic Carbon in Seawater
NSF,MADISON,University of Wisconsin-Madison,WI,228770,1541002,0,07/30/2015,09/01/2015,EarthCube IA: Collaborative Proposal: Building Interoperable Cyberinfrastructure (CI) at the Interface between Paleogeoinformatics and Bioinformatics
NSF,ANN ARBOR,Regents of the University of Michigan - Ann Arbor,MI,379154,1535912,0,08/13/2015,09/01/2015,AitF: Full: Collaborative Research: Modeling and Understanding Complex Influence in Social Networks
NSF,DURHAM,Duke University,NC,100000,1462502,0,09/04/2015,09/01/2015,EAGER-DynamicData: Principled and Scalable Probabilistic Frameworks for Dynamic Multi-modal Data
NSF,OXFORD,Miami University,OH,552000,1509285,0,09/01/2015,09/01/2015,Probing substrate/inhibitor binding to metalloenzymes using EPR
NSF,COLUMBIA,University of Missouri-Kansas City,MO,516000,1541455,0,08/12/2015,09/01/2015,"CC*DNI Networking Infrastructure: Data Driven Research-Wise Network Infrastructure Upgrade (""DaRWiN"")"
NSF,UNIVERSITY PARK,Pennsylvania State Univ University Park,PA,438190,1506212,0,08/14/2015,09/01/2015,Controlling Valley and Spin-Orbit Coupling in Graphene and Bilayer Graphene Nanostructures
NSF,Prairie View,Prairie View A & M University,TX,130560,1530746,0,07/15/2015,09/01/2015,"Collaborative Research: Identity, Stereotypes, and Black College Student Success"
NSF,NEW YORK,Columbia University,NY,300000,1513408,0,08/31/2015,09/01/2015,A Novel Statistical Framework for Big Data Prediction
NSF,CLEMSON,Clemson University,SC,130560,1565508,0,12/04/2015,09/01/2015,COLLABORATIVE RESEARCH: US-BRAZIL IRES / Analytical Applications of Nanomaterials and Microfluidic Devices
NSF,MCMINNVILLE,LINFIELD UNIVERSITY,OR,49788,1541988,0,08/17/2015,09/01/2015,Workshop on the Implications of Declining Net Energy for Complex Food/Energy/Water Systems
NSF,DURHAM,Duke University,NC,416000,1527084,0,07/20/2015,09/01/2015,AF: Small: Allocation Algorithms in Online Systems
NSF,Kannapolis,Freese                  Nowlan         H,NC,216000,1523814,0,07/17/2015,09/01/2015,NSF Postdoctoral Fellowship in Biology FY 2015
NSF,FAIRFAX,George Mason University,VA,249364,1462409,0,09/04/2015,09/01/2015,EAGER-Dynamic Data: A New Scalable Paradigm for Optimal Resource Allocation in Dynamic Data Systems via Multi-Scale and Multi-Fidelity Simulation and Optimization
NSF,ALBUQUERQUE,University of New Mexico,NM,293497,1527127,0,09/01/2015,09/01/2015,CCF: SHF: Small: Collaborative Research: Domain-specific Reconfigurable Processor for Time-Series Data Mining and Monitoring
NSF,BLACKSBURG,Virginia Polytechnic Institute and State University,VA,950000,1520359,0,08/05/2015,09/01/2015,IBSS: Understanding Social Diffusion Dynamics Among Networked Cognitive Systems
NSF,STONY BROOK,SUNY at Stony Brook,NY,392934,1462270,0,08/23/2015,09/01/2015,A New Level-Set-Based Robust Topology Optimization Approach with Applications to Design of Phononic Metamaterials
NSF,UNIVERSITY PARK,Pennsylvania State Univ University Park,PA,231578,1551843,0,08/28/2015,09/01/2015,EAGER: Towards a Computational Infrastructure for Analysis of Sensitive Data
NSF,SANTA CLARA,Santa Clara University,CA,311293,1508278,0,08/15/2015,09/01/2015,"RUI: Conductivity, diffusion, and dispersion of photoexcited Dirac fermions in cadmium arsenide"
NSF,PHILADELPHIA,Drexel University,PA,430000,1538389,0,08/26/2015,09/01/2015,Remote Infrastructure Monitoring Assessment via Multispectral Imaging of Surface Coatings
NSF,RALEIGH,North Carolina State University,NC,383713,1465068,0,08/13/2015,09/01/2015,Homogeneous Solar Hydrogen Photocatalysis: Sensitizer Design and Mechanistic Insights from Transient Spectroscopy
NSF,TUCSON,University of Arizona,AZ,613839,1455630,0,08/27/2015,09/01/2015,IDBR: TYPE A:  Quantitative Polarization and Phase Microscope for label-free imaging of live cell and tissue dynamics
NSF,NOTRE DAME,University of Notre Dame,IN,250000,1527759,0,08/20/2015,09/01/2015,CHS: Small: Collaborative Research: Modeling Social Context to Improve Human-Robot Interaction
NSF,UNIVERSITY PARK,Pennsylvania State Univ University Park,PA,304809,1530639,0,09/08/2015,09/01/2015,Concentration of Power
NSF,NEW YORK,Research Foundation CUNY - Advanced Science Research Center,NY,169492,1455690,0,08/31/2015,09/01/2015,Community Workshops for Synthesis Studies of the Pan-Arctic/Earth System
NSF,CAMBRIDGE,Massachusetts Institute of Technology,MA,470709,1539972,0,07/13/2015,09/01/2015,The Influence of Recent Volcanic Eruptions on Stratospheric Ozone Recovery:  A Data Analysis and Modeling Study Including Estimated Uncertainties
NSF,SANTA BARBARA,University of California-Santa Barbara,CA,498987,1528178,0,07/29/2015,09/01/2015,"TWC: Small: Oblivious Cloud Storage Systems, from Theory to Practice --- Simpler, More Efficient, More Robust"
NSF,RICHARDSON,University of Texas at Dallas,TX,535853,1453781,0,08/06/2015,09/01/2015,CAREER: Advanced Knowledge Extraction of Affective Behaviors During Natural Human Interaction
NSF,PITTSBURGH,Carnegie-Mellon University,PA,239999,1513764,0,08/17/2015,09/01/2015,NeTS: Medium: Collaborative Research: Flexible All-Wireless Inter-Rack Fabric for Datacenters Using Free-Space Optics
NSF,LOS ANGELES,University of Southern California,CA,2200000,1450451,0,08/17/2015,09/01/2015,SI2-SSI: Community Software for Extreme-Scale Computing in Earthquake System Science
NSF,ANN ARBOR,Regents of the University of Michigan - Ann Arbor,MI,1111328,1534003,0,08/03/2015,09/01/2015,PFI:BIC - Cyber-Physical Service System for 3D-Printing of Adaptive Custom Orthoses
NSF,ROCHESTER,University of Rochester,NY,300000,1533842,0,07/08/2015,09/01/2015,XPS: EXPL: CCA: Optical Data Containers
NSF,SANTA BARBARA,University of California-Santa Barbara,CA,107788,1535193,0,08/28/2015,09/01/2015,"Postdoctoral Fellowship: Energy, Risk and Urgency - Emergent Public Perceptions of Unconventional Oil and Gas Extraction"
NSF,TAMPA,University of South Florida,FL,528683,1526475,0,08/25/2015,09/01/2015,CHS: Small: Investigation of Dynamic Thermal Perception over Large Skin Areas
NSF,WEST LAFAYETTE,Purdue University,IN,306000,1548616,0,09/03/2015,09/01/2015,EAGER: A Mathematical Framework for Increasing Trust in Human-Machine Interactions
NSF,DENTON,University of North Texas,TX,140936,1464859,0,04/20/2015,09/01/2015,Forcing and Consistency Results
NSF,PITTSBURGH,University of Pittsburgh,PA,499758,1525186,0,08/12/2015,09/01/2015,CHS: Small: EXP: Open Corpus Personalized Learning
NSF,ATLANTA,Georgia Tech Research Corporation,GA,428015,1527387,0,08/24/2015,09/01/2015,TWC: Small: Towards Stealth Networks: Fundamental Limits and Algorithms for Stealth Communications
NSF,ORONO,University of Maine,ME,151529,1443306,0,08/31/2015,09/01/2015,"Collaborative Research: Window into the World with 40,000-year Glacial Cycles from Climate Records in Million Year-old Ice from the Allan Hills Blue Ice Area"
NSF,DAVIS,University of California-Davis,CA,150000,1512945,0,08/25/2015,09/01/2015,Collaborative Research: Generalized Fiducial Inference for Massive Data and High Dimensional Problems
NSF,GREENSBORO,North Carolina Agricultural & Technical State University,NC,215000,1506363,0,08/09/2015,09/01/2015,Investigations in Intermediate Energy Physics
NSF,HUNTSVILLE,University of Alabama in Huntsville,AL,207478,1509244,0,07/08/2015,09/01/2015,UNS: Collaborative Research: Biodiesel-derived butanol: Lipid vesicle mediated extraction enables continuous fermentation processes
NSF,ORONO,University of Maine,ME,35594,1443461,0,08/25/2015,09/01/2015,Collaborative Research: Allan HILLs Englacial Site (AHILLES) Selection
NSF,MENLO PARK,SRI International,CA,608024,1522990,0,08/25/2015,09/01/2015,EXP: Understanding Computational Thinking Process and Practices in Open-Ended Programming Environments
NSF,ST. GEORGE'S,"Bermuda Institute of Ocean Sciences (BIOS), Inc.",,82401,1536547,0,08/19/2015,09/01/2015,Collaborative Research: Identifying the Role of Basin-scale Climate Variability in the Decline of Atlantic Corals
NSF,STANFORD,Stanford University,CA,1912390,1501767,0,08/27/2015,09/01/2015,RTG: Geometry and Statistics
NSF,STONY BROOK,SUNY at Stony Brook,NY,499999,1526707,0,07/24/2015,09/01/2015,NSFSaTC-BSF: TWC:  Small:  Practical Plausibly Deniable Encryption through Low-Level Storage Device  Behavior
NSF,BETHLEHEM,Lehigh University,PA,2019209,1541177,0,09/03/2015,09/01/2015,CRISP Type 2/Collaborative Research: Probabilistic Resilience Assessment of Interdependent Systems (PRAISys)
NSF,KINGSTON,University of Rhode Island,RI,319978,1537485,0,08/25/2015,09/01/2015,"Deep North Atlantic Salinity, Density and Pre-formed Nitrate during the Last Glacial Maximum"
NSF,Boulder,University of Colorado at Boulder,CO,552674,1542653,0,09/01/2015,09/01/2015,Dimensions: Collaborative research: Community genomic drivers of moss microbiome assembly and function in rapidly changing Alaskan ecosystems
NSF,EUGENE,University of Oregon Eugene,OR,70088,1541015,0,07/30/2015,09/01/2015,EarthCube IA: Collaborative Proposal: Building Interoperable Cyberinfrastructure (CI) at the Interface between Paleogeoinformatics and Bioinformatics
NSF,ANN ARBOR,Regents of the University of Michigan - Ann Arbor,MI,550000,1535628,0,08/19/2015,09/01/2015,Laser Wakefield Acceleration at KHz Repetition Rate
NSF,CAMBRIDGE,Harvard University,MA,249132,1513416,0,08/17/2015,09/01/2015,CSR: Medium: Collaborative Research: Fast and Simple Concurrency Through Data-Abstraction Transactions
NSF,CLEMSON,Clemson University,SC,396011,1539536,0,08/25/2015,09/01/2015,CyberSEES: Type 1: Enabling Sustainable Water Supplies Through Self-Powered Sensor-Based Monitoring
NSF,PROVIDENCE,Brown University,RI,100001,1544196,0,06/22/2015,09/01/2015,EAGER: Emergent order of hydrodynamically coupled microrotors
NSF,EVANSTON,Northwestern University,IL,326530,1539724,0,09/03/2015,09/01/2015,Joint US-Africa Materials Advanced Studies Institute
NSF,SAN FRANCISCO,University of San Francisco,CA,238171,1245752,0,08/25/2015,09/01/2015,Collaborative Research:  Biological Adaptations to Environmental Change in Antarctica - An Advanced Training Program for Early Career Scientists
NSF,FAIRFAX,George Mason University,VA,252843,1540997,0,07/30/2015,09/01/2015,EarthCube IA: Collaborative Proposal: Building Interoperable Cyberinfrastructure (CI) at the Interface between Paleogeoinformatics and Bioinformatics
NSF,STONY BROOK,SUNY at Stony Brook,NY,27326,1542058,0,08/04/2015,09/01/2015,EarthCube RCN: Collaborative Research: Research Coordination Network for High-Performance Distributed Computing in the Polar Sciences
NSF,STONY BROOK,SUNY at Stony Brook,NY,560000,1513618,0,08/27/2015,09/01/2015,"Discovering Properties of Neutrinos, Inflation, and Dark Energy Using the Cosmic Microwave Background"
NSF,LONGVIEW,LeTourneau University,TX,299820,1538077,0,09/04/2015,09/01/2015,RUI: Understanding How Engineers Draw from their Knowledge and Experience to Solve Design Problems Creatively
NSF,STONY BROOK,SUNY at Stony Brook,NY,353999,1510094,0,09/03/2015,09/01/2015,The Riemannian Geometry of 4-Manifolds
NSF,CHICAGO,University of Chicago,IL,4499970,1463644,0,07/20/2015,09/01/2015,DMUU:  Center for Robust Decision-Making Tools for Climate and Energy Policy
NSF,SEATTLE,University of Washington,WA,544999,1505326,0,08/27/2015,09/01/2015,Remote Entanglement of Trapped Ions and Loophole-Free Bell Inequality
NSF,LONGVIEW,LeTourneau University,TX,220913,1509799,0,09/03/2015,09/01/2015,Collaborative Research: A self-contained microfluidic optical cavity biosensing platform for multiplex label-free molecular diagnostics
NSF,WASHINGTON,Catholic University of America,DC,99924,1548406,0,07/17/2015,09/01/2015,EAGER: A Synergistic Framework for Motion and Task Planning in Mixed Continuous and Discrete Spaces
NSF,FORT COLLINS,Colorado State University,CO,325000,1461040,0,08/31/2015,09/01/2015,REU Site: Chemistry Applied to Real World Problems - Chemical Sciences at CSU
NSF,SYRACUSE,Syracuse University,NY,189141,1464312,0,02/04/2015,09/01/2015,CRII: CHS: Mobile Crowdsourcing System for Public Safety
NSF,CORAL GABLES,University of Miami,FL,87383,1517108,0,09/04/2015,09/01/2015,Collaborative Research: The CO Mapping Array Pathfinder
NSF,CORVALLIS,Oregon State University,OR,1998876,1516718,0,09/01/2015,09/01/2015,SYNERGIES: Customizing Interventions to Sustain Youth STEM Interest and Participation Pathways
NSF,COLORADO SPRINGS,Colorado College,CO,1190012,1540672,0,08/25/2015,09/01/2015,Colorado College Noyce Scholarship Program
NSF,BROOKINGS,South Dakota State University,SD,856457,1463993,0,08/26/2015,09/01/2015,"South Dakota Working in STEM for Equity (SD-WISE): A System, Institutional, and Individual Level Approach to Policy Change"
NSF,NEW YORK,Columbia University,NY,259958,1443213,0,08/24/2015,09/01/2015,Collaborative Research: Multidisciplinary Analysis of Antarctic Blue Ice Moraine Formation and their Potential as Climate Archives over Multiple Glacial Cycles
NSF,NEWARK,New Jersey Institute of Technology,NJ,315078,1463121,0,03/27/2015,09/01/2015,Integrated Experiments and Modeling of Smart Polymeric Gels
NSF,BALTIMORE,University of Maryland Baltimore County,MD,377994,1531491,0,08/26/2015,09/01/2015,"MRI:  Acquisition of PI2, a CAVE2-Inspired Display for Discovery Science, Creativity, and Education"
NSF,New York,Singhal                 Sonal,NY,138000,1519732,0,07/29/2015,09/01/2015,NSF Postdoctoral Fellowship in Biology FY 2015
NSF,CHICAGO,Museum of Science and Industry,IL,996163,1514593,0,08/04/2015,09/01/2015,From Community to Career - A Longitudinal Study of an Out-of-School Science Program and Youth from Populations Underrepresented in STEM
NSF,HOUGHTON,Michigan Technological University,MI,240435,1504860,0,06/15/2015,09/01/2015,"Agile communicators: Preparing students for communication-intensive software development through inquiry, critique and reflection"
NSF,URBANA,University of Illinois at Urbana-Champaign,IL,414622,1464090,0,08/15/2015,09/01/2015,Exploration of Pressure- and Field-Tuned Phenomena and Phases in Mn- and V-based Spinels
NSF,CHARLOTTE,University of North Carolina at Charlotte,NC,119999,1513072,0,08/25/2015,09/01/2015,Generalized Semiparametric Varying-Coefficient Models for Longitudinal Data
NSF,LOS ANGELES,University of Southern California,CA,250000,1548502,0,08/14/2015,09/01/2015,EAGER: Studying the Dynamics of In Home Adoption of Socially Assistive Robot Companions for the Elderly
NSF,LOS ANGELES,University of Southern California,CA,396560,1509965,0,06/01/2015,09/01/2015,Fundamentals of Wireless Communication Systems Using Orbital Angular Momenta
NSF,COLLEGE PARK,"University of Maryland, College Park",MD,113861,1517288,0,09/04/2015,09/01/2015,Collaborative Research: The CO Mapping Array Pathfinder
NSF,LOS ANGELES,Occidental College,CA,126567,1531456,0,07/23/2015,09/01/2015,MRI: Acquisition of a shared mobile EEG for research and undergraduate training at Occidental College
NSF,NEWARK,New Jersey Institute of Technology,NJ,338193,1526547,0,08/17/2015,09/01/2015,TWC: Small: Communication under Adversarial Attacks in Complex Networks - Fundamental Limits and Secure Coding Strategies
NSF,SAN LUIS OBISPO,California Polytechnic State University Foundation,CA,2436349,1525058,0,07/30/2015,09/01/2015,Collaborative Research: PROfessional Development and Uptake through Collaborative Teams (PRODUCT) Supporting Inquiry Based Learning in Undergraduate Mathematics
NSF,BOSTON,Northeastern University,MA,301362,1536397,0,08/03/2015,09/01/2015,Graph-Based Control Design for Network Dynamics with Time Delays
NSF,CAMBRIDGE,Massachusetts Institute of Technology,MA,300000,1547154,0,09/03/2015,09/01/2015,EAGER/Cybermanufacturing: WYSIWYG (What You See Is What You Get) Middleware for Additive Manufacturing
NSF,HOUSTON,University of Houston,TX,114702,1523211,0,08/17/2015,09/01/2015,Collaborative Research: Three Dimensional Landscape Reconstruction For Long Term Land Use Modeling
NSF,HOUSTON,University of Houston,TX,220000,1537712,0,08/23/2015,09/01/2015,Alternate Direction Method: A New Recipe for Non-Convex Quadratic Programming with Applications
NSF,HOUSTON,University of Houston,TX,400000,1527867,0,07/20/2015,09/01/2015,AF: Small: Distributed Algorithmic Foundations of Dynamic Networks
NSF,HOUSTON,University of Houston,TX,50000,1540512,0,08/06/2015,09/01/2015,BSF:2014424:Time-Message Tradeoffs in Distributed Algorithms
NSF,HOUSTON,University of Houston,TX,1425722,1530753,0,08/22/2015,09/01/2015,SNM: Massively Parallel Nanopatterning by Print and Repeat Nanopantography with Reusable Stencil Masks
NSF,HOUSTON,University of Houston,TX,245945,1460034,0,08/25/2015,09/01/2015,IRES: US-China Collaboration on Landslide Research and Student Training
NSF,LOS ANGELES,University of California-Los Angeles,CA,225000,1538824,0,08/23/2015,09/01/2015,Collaborative Research: A Dynamical Systems Approach to Shepherding and Sorting Microparticles in Fluids
NSF,HOUSTON,University of Houston,TX,160000,1513864,0,08/03/2015,09/01/2015,Crossover Phenomena in the Deconfinement Transition of QCD on the Lattice and in Heavy-ion Collisions at RHIC and the LHC
NSF,HOUSTON,University of Houston,TX,500000,1453757,0,01/08/2015,09/01/2015,CAREER: Increasing Resiliency and Sustainability of Reinforced Concrete against Aging and Seismic Hazards through Novel Materials
NSF,TUCSON,University of Arizona,AZ,633275,1506818,0,08/25/2015,09/01/2015,MagAO-2K: The 2 kHz Extreme-AO Upgrade of the Magellan AO System and H2RG Upgrade of the Clio IR Camera
NSF,WASHINGTON,George Washington University,DC,266000,1525992,0,08/12/2015,09/01/2015,TWC: Small: Collaborative: EVADE: Evidence-Assisted Detection and Elimination of Security Vulnerabilities
NSF,MADISON,University of Wisconsin-Madison,WI,896925,1501176,0,09/01/2015,09/01/2015,Working Partners: Documenting the Impact of Industry Collaboration within the ATE Community
NSF,HOUSTON,William Marsh Rice University,TX,162026,1536546,0,07/23/2015,09/01/2015,EAGER: Microbial Populations as Biosignatures for Evaluating Long Term Effects of Urbanization
NSF,HOUSTON,William Marsh Rice University,TX,1931000,1518916,0,08/25/2015,09/01/2015,NeTS: Large: Collaborative Research: Practical Foundations for Networking with Many-Antenna Base Stations
NSF,HOUSTON,William Marsh Rice University,TX,488286,1527668,0,08/25/2015,09/01/2015,III: Small: Sampling Techniques in Computational Logic
NSF,NOTRE DAME,University of Notre Dame,IN,596552,1502848,0,04/24/2015,09/01/2015,Transient absorption microscopy studies of the dynamics of single metal and semiconductor nanostructures
NSF,BERKELEY,International Computer Science Institute,CA,1966361,1518918,0,08/03/2015,09/01/2015,TWC: TTP Option: Large: Collaborative: Towards a Science of Censorship Resistance
NSF,PRINCETON,Institute For Advanced Study,NJ,322500,1521097,0,08/31/2015,09/01/2015,Probing Fundamental Physics on Cosmological Scales
NSF,BERKELEY,International Computer Science Institute,CA,399659,1514211,0,06/29/2015,09/01/2015,TWC: Medium: Collaborative: Security and Privacy for Wearable and Continuous Sensing Platforms
NSF,ROLLA,Missouri University of Science and Technology,MO,159758,1547042,0,08/14/2015,09/01/2015,EAGER/Cybermanufacturing: Cyber-Enabled Additive Manufacturing of Advanced Materials
NSF,AMHERST,University of Massachusetts Amherst,MA,57337,1606360,0,12/01/2015,09/01/2015,Collaborative Research: The evolution of hair and fur: Proximate and ultimate mechanisms shaping primate pelage variation
NSF,BERKELEY,International Computer Science Institute,CA,1200000,1514509,0,08/17/2015,09/01/2015,TWC: Medium: Understanding and Illuminating Non-Public Data Flows
NSF,NEW YORK,Columbia University,NY,802286,1514429,0,08/19/2015,09/01/2015,"CHS: Medium: Collaborative Research: Augmented Reality for Multiple People, Perspectives, Platforms, and Tasks"
NSF,BERKELEY,International Computer Science Institute,CA,40000,1540657,0,08/06/2015,09/01/2015,BSF: 2014324: Streaming Algorithms for Fundamental Computations in Numerical Linear Algebra
NSF,NEW YORK,CUNY City College,NY,376218,1531859,0,09/03/2015,09/01/2015,MRI: Acquisition of a  Multi-functional Near-field Scanning Optical Microscopy (NSOM) System to Establish a Cross-disciplinary  Nano-imaging/spectroscopy Laboratory at CCNY
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,1200000,1450440,0,08/31/2015,09/01/2015,SI2-SSI: Collaborative Research: A Software Infrastructure for MPI Performance Engineering: Integrating MVAPICH and TAU via the MPI Tools Interface
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,435000,1506870,0,07/24/2015,09/01/2015,Natural Abundance Si-29 and O-17 NMR Methods for Measuring Silicate Glass Structure
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,200000,1462191,0,09/01/2015,09/01/2015,EAGER-DynamicData: Subspace Learning From Binary Sensing
NSF,CAMBRIDGE,Harvard University,MA,880000,1464232,0,07/15/2015,09/01/2015,"Mechanistic Studies of the Photoactivation of Metal- Hydride, Halide and Oxo Bonds"
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,499999,1518829,0,08/25/2015,09/01/2015,NeTS: Large: Collaborative Research: Practical Foundations for Networking with Many-Antenna Base Stations
NSF,PROVIDENCE,Brown University,RI,330000,1505878,0,08/25/2015,09/01/2015,Electrophoresis of Filamentous Viruses Through Solid State Nanopores
NSF,CAMBRIDGE,Massachusetts Institute of Technology,MA,3202150,1506369,0,08/27/2015,09/01/2015,A Program in Ultralow-Temperature Atomic Physics
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,839952,1514260,0,08/12/2015,09/01/2015,NeTS: Medium: Connecting the Next Billion: Rethinking Wireless Network Design Principles for the Internet-of-Everything
NSF,Los Angeles,Scaduto                 Christopher    W,CA,150000,1503100,0,03/11/2015,09/01/2015,PostDoctoral Research Fellowship
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,28222,1539090,0,07/31/2015,09/01/2015,Can Network Measures Serve as Indicators of Knowledge Creation and Flow? A Workshop Proposal
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,315000,1465001,0,05/08/2015,09/01/2015,Theoretical Studies of Spectral Signatures of Large Amplitude Vibrational Motions
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,177226,1538342,0,08/28/2015,09/01/2015,Anthropodynamics: Inferring the Control System Humans Use While Walking and Running
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,329424,1537212,0,08/26/2015,09/01/2015,Measurement of Large Freeform Optics using a Small and High-Precision Sensor
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,366702,1559972,0,09/10/2015,09/01/2015,CAREER: Multi-Frequency Multi-Output Switching Power Converters for Dynamic Energy Distribution in Highly Integrated Systems
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,111168,1550302,0,08/18/2015,09/01/2015,EAGER: Practical Graph Sparsification on GPUs
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,269504,1516842,0,09/03/2015,09/01/2015,The Mass Function and Galactic Distribution of Cool Planets from Microlensing
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,475025,1464924,0,08/31/2015,09/01/2015,Integrated studies of nanodroplet freezing
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,204416,1528705,0,08/26/2015,09/01/2015,Collaborative Research: Modeling Unobserved Heterogeneity in Network Formation
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,151299,1464128,0,08/05/2015,09/01/2015,CRII: III: Learning to Extract Events from Knowledge Base Revisions
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,33588,1530728,0,07/07/2015,09/01/2015,Collaborative Research: Broadening Participation and Perspectives in the Study of Crime and Justice
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,851485,1536989,0,08/27/2015,09/01/2015,Ecological impacts and drivers of double-stranded DNA viral communities in the global oceans
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,470208,1526459,0,06/24/2015,09/01/2015,SHF: Small:  Control-Flow and Data-Flow Analysis of Android Software: Foundations and Applications
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,266000,1527779,0,08/27/2015,09/01/2015,III: Small: Collaborative Research: Towards Interactive Data Visualization Management Systems
NSF,SAINT LOUIS,HARRIS-STOWE STATE UNIVERSITY,MO,461300,1533545,0,07/14/2015,09/01/2015,BIO-BOOST Targeted Infusion Project
NSF,RIVERSIDE,University of California-Riverside,CA,247779,1542851,0,08/20/2015,09/01/2015,MATH:EAGER: Improving Algebra Web-Native Learning Material via Real-Life Applications and Games
NSF,RIVERSIDE,University of California-Riverside,CA,343247,1528181,0,09/01/2015,09/01/2015,CCF: SHF: Small: Collaborative Research: Domain-specific Reconfigurable Processor for Time-Series Data Mining and Monitoring
NSF,ATLANTA,Georgia Tech Research Corporation,GA,237148,1526211,0,07/29/2015,09/01/2015,STARSS: Small: Self-reliant Field-Programmable Gate Arrays
NSF,LOWELL,University of Massachusetts Lowell,MA,366000,1538100,0,08/30/2015,09/01/2015,Acoustics-based Structural Health Monitoring of Closed-Cavities and Its Application to Wind Turbine Blades
NSF,EVANSTON,Northwestern University,IL,547881,1522921,0,08/19/2015,09/01/2015,EXP: Advancing Early STEM Learning through Haptic Feedback Displays
NSF,PITTSBURGH,Carnegie-Mellon University,PA,266000,1526092,0,08/06/2015,09/01/2015,"AF: Small: Approximate optimization: Algorithms, Hardness, and Integrality Gaps"
NSF,BLACKSBURG,Virginia Polytechnic Institute and State University,VA,950000,1520359,0,08/05/2015,09/01/2015,IBSS: Understanding Social Diffusion Dynamics Among Networked Cognitive Systems
NSF,ALBUQUERQUE,University of New Mexico,NM,293497,1527127,0,09/01/2015,09/01/2015,CCF: SHF: Small: Collaborative Research: Domain-specific Reconfigurable Processor for Time-Series Data Mining and Monitoring
NSF,DURHAM,Duke University,NC,416000,1527084,0,07/20/2015,09/01/2015,AF: Small: Allocation Algorithms in Online Systems
NSF,EUGENE,University of Oregon Eugene,OR,15000,1551746,0,08/17/2015,09/01/2015,Student Participation at ACM Conference on Online Social Networks (CONS) 2015
NSF,NEW YORK,Columbia University,NY,300000,1513408,0,08/31/2015,09/01/2015,A Novel Statistical Framework for Big Data Prediction
NSF,CLEMSON,Clemson University,SC,130560,1565508,0,12/04/2015,09/01/2015,COLLABORATIVE RESEARCH: US-BRAZIL IRES / Analytical Applications of Nanomaterials and Microfluidic Devices
