agency,awardeeCity,awardeeName,awardeeStateCode,fundsObligatedAmt,id,publicAccessMandate,date,startDate,title
NSF,WEST LAFAYETTE,Purdue University,IN,414327,1458290,0,07/06/2015,07/15/2015,CSBR: Natural History Collections: Essential Improvements for the Arthur Fungarium at Purdue University
NSF,WEST LAFAYETTE,Purdue University,IN,736893,1456594,0,07/14/2015,07/15/2015,Untangling the Complex Network of BIK1 Mediated Immune Response Signaling Pathways
NSF,FORT COLLINS,Colorado State University,CO,249994,1460145,0,07/08/2015,07/15/2015,IRES: Student-led social-ecological research in the drylands of Kenya and Colorado
NSF,BOSTON,Trustees of Boston University,MA,449997,1527292,0,07/07/2015,07/15/2015,AF: Small: Manifold optimization algorithms for protein-protein docking
NSF,SALT LAKE CITY,University of Utah,UT,68531,1521470,0,07/15/2015,07/15/2015,Collaborative Research: Investigation of the fate and transport of dust-borne trace metals and solutes during snowmelt
NSF,DAVIS,University of California-Davis,CA,502000,1457652,0,07/06/2015,07/15/2015,Collaborative Research: Species Interactions in Range Dynamics and Changing Environments: Stochastic Models and Experiments
NSF,WEST LAFAYETTE,Purdue University,IN,23974,1503798,0,07/07/2015,07/15/2015,Collaborative Research: Using protein function prediction to promote hypothesis-driven thinking in undergraduate biochemistry education
NSF,LA GRANDE,Eastern Oregon University,OR,597223,1458165,0,07/07/2015,07/15/2015,Advancing Science and Technology in Eastern Oregon
NSF,CLARION,Clarion University of Pennsylvania,PA,132506,1461607,0,07/08/2015,07/15/2015,RUI: Preparation of Free-standing Icosahedral Quasicrystalline Nanoparticles and Their Application in Self Assembly
NSF,GREENSBORO,North Carolina Agricultural & Technical State University,NC,559979,1533681,0,07/07/2015,07/15/2015,Targeted Infusion Proposal: Using a Project-Based Learning Approach for Education and Training in Technological Innovation for STEM Students
NSF,DALLAS,Southern Methodist University,TX,13860,1550666,0,07/20/2015,07/15/2015,Risk and Resiliency of the Electric Power Grid: Mathematical and Statistical Challenges
NSF,BELLINGHAM,Western Washington University,WA,363864,1518314,0,07/10/2015,07/15/2015,Collaborative Research: The Causes of Natural Variation in Protein Expression
NSF,PITTSBURGH,Carnegie-Mellon University,PA,650000,1455136,0,07/07/2015,07/15/2015,CAREER: Controlled Polycondensation Techniques as a Route to Novel Semiconducting Polymer Architectures
NSF,OBERLIN,Oberlin College,OH,329325,1534479,0,07/09/2015,07/15/2015,SES RUI: Assessing the Effect of Systems Thinking on Decision Making
NSF,PITTSBURGH,University of Pittsburgh,PA,637433,1458071,0,07/14/2015,07/15/2015,Targeted Interventions for Enhanced Retention of Chemistry Graduate Students
NSF,DAHLONEGA,University of North Georgia,GA,614935,1458731,0,07/15/2015,07/15/2015,Strengthening Pathways to the Baccalaureate for STEM Scholars from a Predominantly 2-Year Campus
NSF,EVANSTON,Northwestern University,IL,900000,1456830,0,07/10/2015,07/15/2015,Reticulospinal Execution of Innate Decision-Making
NSF,TEMPE,Arizona State University,AZ,449090,1530847,0,07/07/2015,07/15/2015,Promoting Empathy and Collaborative Decision Making for Natural Resource Management using a Computer Mediated Scenario
NSF,COLLEGE STATION,Texas A&M Engineering Experiment Station,TX,50000,1550037,0,07/15/2015,07/15/2015,I-Corps: Study of Commercialization Aspects for nFE Technology
NSF,RIVERSIDE,University of California-Riverside,CA,249685,1504989,0,07/15/2015,07/15/2015,A NIMBLe Approach to Active Learning in Large Enrollment Introductory Chemistry Courses (NIMBLe = New Implementations of Massive Blended Learning)
NSF,SANTA BARBARA,University of California-Santa Barbara,CA,699599,1505038,0,07/14/2015,07/15/2015,Dynamic nuclear polarization at 7 Tesla to enable and enhance the study of chemical structures and surfaces
NSF,SAN DIEGO,University of San Diego,CA,270000,1460645,0,07/02/2015,07/15/2015,REU Site: Climate Change Across The Various Scales of System Organization
NSF,CHICAGO,Field Museum of Natural History,IL,95622,1524938,0,07/06/2015,07/15/2015,Collaborative Research: Functional evolution of the mammalian backbone: insights from the forerunners of mammals
NSF,CHICAGO,University of Chicago,IL,1027550,1517221,0,07/08/2015,07/15/2015,Computational Studies of Protein-Protein Interactions
NSF,LA JOLLA,University of California-San Diego,CA,338850,1517482,0,07/10/2015,07/15/2015,Collaborative Research: The Causes of Natural Variation in Protein Expression
NSF,LA JOLLA,University of California-San Diego,CA,274995,1522675,0,07/14/2015,07/15/2015,Collaborative Research: Riemann-Hilbert Problems and Riemann Surfaces: Computations and Applications
NSF,LOS ANGELES,University of Southern California,CA,385784,1608494,0,12/17/2015,07/13/2015,CAREER: PDE approaches to Physical Phenomena driven by Gravity and Diffusion
NSF,LOS ANGELES,University of Southern California,CA,46827,1608492,0,06/22/2016,07/13/2015,Dynamics of compressible fluids near a free surface and collisional kinetic models
NSF,RIVERSIDE,University of California-Riverside,CA,403989,1551661,0,08/04/2015,07/10/2015,CAREER: Coordinated Power Management in Colocation Data Centers
NSF,PULLMAN,Washington State University,WA,528670,1637188,0,05/12/2016,07/09/2015,Collaborative Research: Ecological and Evolutionary Forces Reshaping Mutualism During Species Introductions
NSF,CLEMSON,Clemson University,SC,63325,1559711,0,09/21/2015,07/09/2015,CAREER: InN nanowire based multifunctional nanocantilever sensors
NSF,WEST CHESTER,West Chester University of Pennsylvania,PA,146925,1559792,0,09/23/2015,07/07/2015,RUI: Developing a regression model predicting the toxicity of metal nanoparticles against soil microbial community
NSF,TAMPA,University of South Florida,FL,492412,1557434,0,09/04/2015,07/06/2015,CAREER: Two-Dimensional Heterostructures Based On Transition Metal Dichalcogenides
NSF,NEW HAVEN,Yale University,CT,15120,1528386,0,05/26/2015,07/01/2015,Doctoral Dissertation Research: Language documentation of Tai Khamti in Myanmar
NSF,NEW HAVEN,Yale University,CT,21203,1500798,0,04/14/2015,07/01/2015,Dissertation Research: Origin of the modern avian locomotor system across a neglected evolutionary interval: insight from new methods and new fossils
NSF,BLOOMINGTON,Indiana University,IN,274433,1507244,0,06/01/2015,07/01/2015,Rubber Bands to Rational Maps
NSF,COLUMBUS,"OHIO STATE UNIVERSITY, THE",OH,470000,1515755,0,06/17/2015,07/01/2015,Development of Non-Perturbative Approaches to Partial Differential Equations Arising in Physical Applications
NSF,ROLLA,Missouri University of Science and Technology,MO,191512,1460516,0,07/24/2015,07/01/2015,Collaborative Research: Shear-wave Splitting and Mantle Dynamics of the North American Plate
NSF,NEW HAVEN,Yale University,CT,85000,1505868,0,07/02/2015,07/01/2015,LUX Operations at the Sanford Underground Research Facility
NSF,NEW HAVEN,Yale University,CT,237795,1463897,0,06/08/2015,07/01/2015,"FRG: Collaborative Research: Super Approximation and Thin Groups with Applications to Geometry, Groups, and Number Theory"
NSF,PHILADELPHIA,University of Pennsylvania,PA,435000,1464659,0,05/18/2015,07/01/2015,"Metal-Ligand Multiple Bonds, Dehydrogenation Chemistry and Catalytic Transformations of Small Molecules Such as Methane, Ethane, Other Hydrocarbons, and N2"
NSF,WORCESTER,Worcester Polytechnic Institute,MA,20410,1501737,0,07/06/2015,07/01/2015,"DISSERTATION RESEARCH: The Buzz about Bee Behavior, Taking an Interdisciplinary Approach to Assess Cognitive Impairments behind Pollinator Declines"
NSF,PHILADELPHIA,University of Pennsylvania,PA,337159,1510635,0,05/29/2015,07/01/2015,UNS: Predicting the Interfacial Activity of Complex Grafted Nanoparticles
NSF,DENVER,"Mallinda, LLC",CO,149686,1520520,0,06/10/2015,07/01/2015,SBIR Phase I:  Development of Advanced Composite Materials for Athletic Equipment
NSF,DALLAS,Southern Methodist University,TX,400000,1464906,0,04/20/2015,07/01/2015,Elucidation of Reaction Mechanism with the Unified Reaction Valley Approach:  Part III Homogeneous Catalysis and Beyond
NSF,PHILADELPHIA,University of Pennsylvania,PA,12000,1538951,0,05/29/2015,07/01/2015,Doctoral Dissertation Research: Gender Differences in Experiencing Unemployment
NSF,PHILADELPHIA,University of Pennsylvania,PA,24293,1513546,0,06/23/2015,07/01/2015,"Collaborative Research:   Principled Science-Driven Methods for Massive, Intricate, and Multifaceted Data in Astronomy and Astrophysics"
NSF,PHILADELPHIA,University of Pennsylvania,PA,580000,1506726,0,03/13/2015,07/01/2015,Precise Copolymers and Ionomers: Conductivity in Layered and Percolated Morphologies and Mechanical Properties
NSF,CAMBRIDGE,Harvard University,MA,856768,1510417,0,06/04/2015,07/01/2015,New Algebraic Structures in Topology
NSF,NASHVILLE,Vanderbilt University,TN,177811,1556415,0,09/11/2015,07/01/2015,Applications of Quantum Probability Theory to Human Causal Reasoning
NSF,LAWRENCE,University of Kansas Center for Research Inc,KS,618819,1508494,0,05/19/2015,07/01/2015,Probing and manipulating strained interfaces with oxide superconductors
NSF,ATLANTA,Georgia Tech Research Corporation,GA,240000,1502180,0,05/05/2015,07/01/2015,"Berkovich Spaces, Tropical Geometry, Combinatorics, and Dynamics"
NSF,ANN ARBOR,Regents of the University of Michigan - Ann Arbor,MI,15000,1542123,0,06/23/2015,07/01/2015,Conference proposal: From Industrial Statistics to Data Science
NSF,OMAHA,University of Nebraska at Omaha,NE,46000,1545957,0,06/29/2015,07/01/2015,Graduate Research Fellowship Program (GRFP)
NSF,EVANSTON,Northwestern University at Chicago,IL,858000,1508731,0,04/02/2015,07/01/2015,Shape and Dimensional Precision in Polymeric Nanostructures
NSF,ITHACA,Cornell University,NY,480000,1454893,0,04/01/2015,07/01/2015,CAREER: Trace Formula and Geometric Analysis of Automorphic Forms
NSF,BALTIMORE,Johns Hopkins University,MD,500000,1507749,0,06/09/2015,07/01/2015,"Design, Self-Assembly and Characterization of Three-Dimensional Metamaterials in the Infrared Region"
NSF,COLUMBIA,University of South Carolina at Columbia,SC,167013,1509076,0,06/16/2015,07/01/2015,Collaborative Research: A Contact Lens-Based Glucose Nanosensor Using Affinity Polymer-Functionalized Graphene
NSF,ARLINGTON,University of Texas at Arlington,TX,174634,1464311,0,07/15/2015,07/01/2015,CRII: CPS: Safe Cyber-Physical Systems Upgrades
NSF,Ithaca,Gault                   Christine      M,NY,216000,1523861,0,07/03/2015,07/01/2015,NSF Postdoctoral Fellowship in Biology FY 2015
NSF,Chicago,Fehrman                 Benjamin       J,IL,150000,1502731,0,03/19/2015,07/01/2015,PostDoctoral Research Fellowship
NSF,RALEIGH,North Carolina State University,NC,49798,1542841,0,06/09/2015,07/01/2015,"A workshop proposal: Building US-China Collaboration in Biodiversity Studies - Frontier Issues, New Approaches, and Opportunities; North Carolina 10/9-11,2015; China 10/13-15, 2015"
NSF,FLAGSTAFF,Northern Arizona University,AZ,29761,1602131,0,10/22/2015,07/01/2015,Collaborative Research: Extreme Events and Ecological Acclimation: Scaling from Cells to Ecosystems
NSF,NEW YORK,Columbia University,NY,267094,1550041,0,08/31/2015,07/01/2015,Collaborative Research: Evolution of Arctic Water Column Hydrography during the Holocene Based on a Novel Instrumentation Combination
NSF,ANN ARBOR,Regents of the University of Michigan - Ann Arbor,MI,52655,1546631,0,06/25/2015,07/01/2015,"RAPID Collaborative Research:  Landslides caused by the April 2015 Nepal earthquakes, from immediate hazard to tectonic driver"
NSF,Salt Lake City,Wasatch Autonomy Inc.,UT,0,1521151,0,06/11/2015,07/01/2015,STTR Phase I:  Collaborative Relative Navigation System for Autonomous UAV Following
NSF,FULLERTON,CSU Fullerton Auxiliary Services Corporation,CA,200000,1508801,0,06/05/2015,07/01/2015,RUI: Electron Transfer and Inhibition of Dihydromethanopterin Reductase
NSF,HOBOKEN,Stevens Institute of Technology,NJ,341910,1506711,0,05/29/2015,07/01/2015,Collaborative Research: Cavity-Enhanced Exciton Emission from Carbon Nanotubes in the Intrinsic Regime
NSF,UNIVERSITY PARK,Pennsylvania State Univ University Park,PA,324925,1524530,0,06/23/2015,07/01/2015,"Role of Silica Redistribution in the Evolution of Subduction Megathrusts, Shimanto Belt Japan"
NSF,PULLMAN,Washington State University,WA,60797,1503870,0,04/01/2015,07/01/2015,Collaborative Research: Data-Driven Applications Inspiring Upper-Division Mathematics
NSF,CHICAGO,University of Chicago,IL,101467,1515270,0,06/16/2015,07/01/2015,Collaborative Research: Integrative Investigation of the Evolution and Biomechanics of Mandibular Form in Hominids
NSF,ANN ARBOR,Regents of the University of Michigan - Ann Arbor,MI,1355691,1444400,0,04/06/2015,07/01/2015,Roots and Root Hairs: Comparative Molecular Studies Across Land Plants
NSF,AUSTIN,University of Texas at Austin,TX,22639,1547200,0,07/06/2015,07/01/2015,RAPID:   Analysis of the May 2015 Texas Flood with a Connectivity Framework and High Resolution Topography Data
NSF,PRINCETON,Princeton University,NJ,319320,1510100,0,06/27/2015,07/01/2015,UNS: Physical Mechanisms of Wall-Bounded Turbulence and Turbulent Mixing at Extreme Reynolds
NSF,MILWAUKEE,University of Wisconsin-Milwaukee,WI,506451,1454300,0,02/13/2015,07/01/2015,CAREER: Optogenetic Analysis of Neurovascular Coupling
NSF,CHARLOTTESVILLE,University of Virginia Main Campus,VA,89428,1536670,0,06/26/2015,07/01/2015,Collaborative Research: Emergency Funding for Repair of the Bermuda Institute of Ocean Sciences Tudor Hill Marine Atmospheric Observatory
NSF,NEW YORK,New York University,NY,320000,1513130,0,07/01/2015,07/01/2015,"Collaborative Research: CI-EN: Trust-Hub: Development of Benchmarks, Metrics, and Validation Platforms for Hardware Security, and a Web-based Dissemination Portal"
NSF,MIAMI,Florida International University,FL,650071,1506640,0,05/21/2015,07/01/2015,Nanostructured Electrochemical Materials
NSF,SANTA FE,Santa Fe Institute,NM,36710,1540910,0,05/15/2015,07/01/2015,Conference: Innovation as Search on a Space of Possibilities
NSF,NEW BRUNSWICK,Rutgers University New Brunswick,NJ,422697,1512170,0,06/11/2015,07/01/2015,UNS: Brain-on-a-chip for Traumatic Brain Injury Drug Discovery
NSF,MADISON,University of Wisconsin-Madison,WI,160000,1501230,0,05/13/2015,07/01/2015,"Semiclassical Analysis, Amplification, and Subconvexity"
NSF,SEATTLE,University of Washington,WA,38618,1514820,0,05/13/2015,07/01/2015,Coupled-physics imaging methods and geodesic X-ray transforms
NSF,CHICAGO,University of Chicago,IL,64987,1515150,0,07/06/2015,07/01/2015,PDEs with highly oscillatory coefficients: homogenization and beyond
NSF,CLEVELAND,Case Western Reserve University,OH,480000,1507792,0,05/08/2015,07/01/2015,Activity Probes to Monitor ATP-Dependent Proteolysis
NSF,TAMPA,University of South Florida,FL,679798,1513126,0,06/22/2015,07/01/2015,"II-New: A Research Platform for Heterogeneous, Massively Parallel Computing"
NSF,DAVIS,University of California-Davis,CA,341765,1513653,0,06/29/2015,07/01/2015,Change-Point Analysis for Multivariate and Object Data
NSF,COLLEGE PARK,"University of Maryland, College Park",MD,593941,1518765,0,06/29/2015,07/01/2015,TWC: Large: Collaborative: The Science and Applications of Crypto-Currency
NSF,MORGANTOWN,West Virginia University Research Corporation,WV,350888,1511759,0,06/25/2015,07/01/2015,UNS: Nanotopographical Memory Modulates Stem Cell Fate
NSF,ALBUQUERQUE,"K&A Wireless, LLC",NM,148808,1520453,0,06/23/2015,07/01/2015,SBIR Phase I:  Cognitive Radio Small Cell for Pervasive Coverage and Sustained
NSF,LOWELL,Polnox Corporation,MA,150000,1519782,0,06/01/2015,07/01/2015,SBIR Phase I:  Development of Macromolecular Corrosion Inhibitors Based on Renewable Resources for Biolubricants and Lubricants
NSF,IRVINE,University of California-Irvine,CA,469420,1454739,0,04/29/2015,07/01/2015,CAREER: Mathematical Framework for Elucidating Mechanics at Immune Cell Interfaces
NSF,AUBURN,Auburn University,AL,19240,1501560,0,05/01/2015,07/01/2015,DISSERTATION RESEARCH: Forging a Context for Female Mate Choice for Carotenoid Ornaments
NSF,FLORENCE,Florence-Darlington Technical College,SC,2472376,1501183,0,03/19/2015,07/01/2015,Mentor-Connect: Leadership Development and Outreach for ATE-2
NSF,UNIVERSITY PARK,Pennsylvania State Univ University Park,PA,193050,1452007,0,01/29/2015,07/01/2015,Redefining Surface Area: Understanding Reactive Interfaces in Heterogeneous Porous Media
NSF,AMES,Iowa State University,IA,16937,1427708,0,06/27/2015,07/01/2015,US-Sweden Planning Visit: Laser/Waterjet Processing of Cubic and Wurtzite Boron Nitride to Exceed the Hardness of Diamond
NSF,NEW YORK,Columbia University,NY,2307848,1516300,0,06/15/2015,07/01/2015,Collaborative Research: Alteration of mantle peridotite: Geochemical fluxes and dynamics of far from equilibrium transport
NSF,BERKELEY,University of California-Berkeley,CA,359957,1509921,0,06/27/2015,07/01/2015,A Microfluidic Platform for Detecting Circulating Endothelial Cells at the Point-of-Care
NSF,TEMPE,Arizona State University,AZ,309443,1509933,0,06/27/2015,07/01/2015,UNS: Targeted saturated fatty acids synthesis by microbial biohydrogenation and its superior extraction from microalgae biomass through selective fermentation
NSF,AMHERST,University of Massachusetts Amherst,MA,5000,1547258,0,06/24/2015,07/01/2015,"Complex Coacervation: Principles and Applications - A Special Symposium at the 2015 American Chemical Society Fall Meeting; August 17-18, 2015; Boston, MA"
NSF,LA JOLLA,University of California-San Diego,CA,125508,1505001,0,06/26/2015,07/01/2015,Collaborative Research: Infrastructure and Development of a Computer Science Concept Inventory for CS2
NSF,GLASSBORO,Rowan University,NJ,612823,1457859,0,03/19/2015,07/01/2015,Scholarships to Enhance Southern New Jersey High-Tech Workforce
NSF,IRVINE,University of California-Irvine,CA,217457,1455366,0,06/12/2015,07/01/2015,"CAREER: Topology, Symmetry and Disorder in Strongly Correlated Systems"
NSF,KENT,Kent State University,OH,202198,1500204,0,06/12/2015,07/01/2015,PFI:AIR - TT:  Ultra-fast electro-optical switching of nematic liquid crystals
NSF,TOLEDO,University of Toledo,OH,390000,1464787,0,03/30/2015,07/01/2015,Stereoselective Construction of Difficult Glycosidic Linkages
NSF,MANHATTAN,Kansas State University,KS,174860,1500381,0,06/23/2015,07/01/2015,Methods and Applications for Bilinear Operators
NSF,STANFORD,Stanford University,CA,333000,1514538,0,06/11/2015,07/01/2015,CIF: Medium: Collaborative Research: On-demand Physical Layer Cooperation
NSF,LORMAN,Alcorn State University,MS,239852,1505271,0,06/23/2015,07/01/2015,Research Initiation Award: Next generation sequencing (NGS) of Freedom Giant Miscanthus (Miscanthus giganteus)-associated fungal communities
NSF,MANHATTAN,Kansas State University,KS,49998,1541868,0,06/26/2015,07/01/2015,FEW Workshop:  Water- and Energy-efficient Food Production:   Solutions for America's Bread Basket
NSF,SOUTH SAN FRANCISCO,"Zenflow, Inc.",CA,179999,1520412,0,06/26/2015,07/01/2015,SBIR Phase I: Development of a device for permanent relief of urinary obstruction related to benign prostatic hyperplasia
NSF,East Setauket,"MindWick, Inc.",NY,150000,1520102,0,06/01/2015,07/01/2015,SBIR Phase I:  A program to develop scientific reasoning skills in K-3 students
NSF,ATLANTA,Georgia Tech Research Corporation,GA,6750,1545862,0,07/01/2015,07/01/2015,"Conference Grant: Student Travel Awards for IEEE RFID-TA 2015, Tokyo, 16-18 September 2015"
NSF,MADISON,University of Wisconsin-Madison,WI,500093,1451932,0,01/20/2015,07/01/2015,CAREER: An Adaptive Approach to Oxidize Emerging Organic Contaminants in our Drinking Water
NSF,COLLEGE PARK,"University of Maryland, College Park",MD,447696,1458572,0,04/02/2015,07/01/2015,Collaborative Research: ABI Development: An open infrastructure to disseminate phylogenetic knowledge
NSF,MEDFORD,Tufts University,MA,29300,1540742,0,07/06/2015,07/01/2015,"Conference: 2015 TERMIS World Congress, September 8-11, 2015, Boston, Massachusetts"
NSF,SAN ANTONIO,University of Texas at San Antonio,TX,175996,1500922,0,06/24/2015,07/01/2015,Noncommutative Multivariable Operator Theory
NSF,ATHENS,University of Georgia Research Foundation Inc,GA,341039,1457761,0,05/14/2015,07/01/2015,Collaborative Research: The Role of Iron Redox Dynamics in Carbon Losses from Tropical Forest Soils
NSF,HONOLULU,University of Hawaii,HI,360709,1514561,0,06/30/2015,07/01/2015,SHF: Medium: Collaborative Research: Finding and Fixing Architectural Hotspots: An Economics-Based Decision Support Approach
NSF,BOZEMAN,Montana State University,MT,200001,1529461,0,06/23/2015,07/01/2015,Biological Basis for Methane Synthesis in Oxic Lake Waters
NSF,RALEIGH,North Carolina State University,NC,309550,1512401,0,06/27/2015,07/01/2015,UNS: Establishing Elementary Mechanisms of Biomass and Hemicellulose Torrefaction
NSF,MINNEAPOLIS,University of Minnesota-Twin Cities,MN,199997,1509071,0,06/15/2015,07/01/2015,UNS: Collaborative Research: Crossing the boundary: motion of solid objects across air-liquid interfaces
NSF,RALEIGH,North Carolina State University,NC,286253,1517291,0,06/15/2015,07/01/2015,Nonlinear Waves in Continuum Mechanics
NSF,NEW BRUNSWICK,Rutgers University New Brunswick,NJ,358202,1508611,0,05/12/2015,07/01/2015,SusChEM: Rational Design and Synthesis of Stable Strain- and Defect-Rich Cu/Ceramic Nanocomposites for Efficient CO2 Reduction
NSF,STANFORD,Stanford University,CA,312204,1510481,0,06/27/2015,07/01/2015,UNS: Fundamental studies of charge transfer states at organic donor-acceptor interfaces for photovoltaics
NSF,CAMBRIDGE,Massachusetts Institute of Technology,MA,270000,1462401,0,06/30/2015,07/01/2015,FRG: Collaborative Research: Long-Term Dynamics of Nonlinear Dispersive and Hyperbolic Equations: Deterministic and Probabilistic Methods
NSF,LOS ANGELES,University of California-Los Angeles,CA,2770500,1503511,0,06/01/2015,07/01/2015,Developing Teachers' Capacity to Promote Argumentation in Secondary Science
NSF,ROCHESTER,Rochester Institute of Tech,NY,77465,1528941,0,06/03/2015,07/01/2015,Conference: Broadening Participation of Deaf Students in Sign Language Research - 2015
NSF,CHARLOTTESVILLE,University of Virginia Main Campus,VA,71190,1456151,0,05/11/2015,07/01/2015,"OPUS: Collaborative Research: Analysis of Cross-Boundary Fluxes, Trophic Cascades and Ecosystem Stability Based on 32 Years of Whole-Lake Experiments"
NSF,EVANSTON,Northwestern University,IL,300000,1463411,0,03/13/2015,07/01/2015,Electric Field Guided Micro Additive Manufacturing Process
NSF,SEATTLE,University of Washington,WA,10500,1545471,0,05/28/2015,07/01/2015,2015 Association for Computational Linquistics (ACL) Student Research Workshop
NSF,COLLEGE STATION,Texas A&M Engineering Experiment Station,TX,50000,1546751,0,06/23/2015,07/01/2015,I-Corps:  Transforming the Web to Support New Ideas: Beyond the Feed and the Board
NSF,URBANA,University of Illinois at Urbana-Champaign,IL,361774,1509391,0,06/10/2015,07/01/2015,Towards label-free single virus identification with nano-optomechanofluidics
NSF,NEWARK,University of Delaware,DE,190000,1507351,0,06/15/2015,07/01/2015,Collaborative Research: High Efficiency Tandem Perovskite-Copper Indium Selenide Solar Cell
NSF,ATLANTA,"Pointivo, Inc.",GA,179999,1519971,0,06/24/2015,07/01/2015,SBIR Phase I:  Automatic Generation of As-Built BIM Models Using a Single Video Camera
NSF,FAYETTEVILLE,University of Arkansas,AR,418656,1501321,0,06/26/2015,07/01/2015,P2C2: Amazonian Tree-Ring Chronologies for Climate and Streamflow Reconstruction
NSF,DENTON,University of North Texas,TX,73785,1462712,0,03/25/2015,07/01/2015,Collaborative Research: Friction Stir Processing of Cast Metal Matrix Nanocomposites
NSF,EVANSTON,Northwestern University,IL,414938,1527921,0,07/13/2015,07/01/2015,RI: Small: Dynamic In-Hand Robotic Manipulation
NSF,Woodland,"TacSense, LLC",CA,100000,1520481,0,06/01/2015,07/01/2015,SBIR Phase I:  Microfluidics-Enabled Interfacial Capacitive Sensing
NSF,LOS ANGELES,University of California-Los Angeles,CA,699000,1514531,0,06/11/2015,07/01/2015,CIF: Medium: Collaborative Research: On-demand Physical Layer Cooperation
NSF,Tucson,EPVSENSORS Limited Liability Company,AZ,225000,1521481,0,06/27/2015,07/01/2015,STTR Phase I:  Non-Invasive Through-The-Eyelid Tonometer for Frequent Eye Pressure Measurements
NSF,NEW BRUNSWICK,Rutgers University New Brunswick,NJ,227573,1512511,0,06/15/2015,07/01/2015,UNS: Airborne Microbes as Mitigators of Greenhouse Gases
NSF,CAMBRIDGE,Harvard University,MA,128224,1506652,0,05/22/2015,07/01/2015,Geometric PDEs and Algebraic Geometry
NSF,ANN ARBOR,Regents of the University of Michigan - Ann Arbor,MI,284757,1501461,0,04/24/2015,07/01/2015,Algebraic Geometry Approaching Characteristic p
NSF,INDIAN TRAIL,OPTONIKS CORP,NC,149870,1520151,0,06/01/2015,07/01/2015,SBIR Phase I:  Thickness Measurement System for Films with Rough Surfaces and Scattering Materials
NSF,WASHINGTON,Strategic Education Research Partnership Institute,DC,2212736,1503342,0,06/26/2015,07/01/2015,Collaborative Research: TRUmath and Lesson Study: Supporting fundamental and sustainable improvement in high school mathematics teaching
NSF,BALTIMORE,University of Maryland Baltimore County,MD,36506,1433202,0,07/01/2015,07/01/2015,Collaborative Research: Reconciliation Between In-situ and Remote Sensing Analyses
NSF,ITHACA,Cornell University,NY,400000,1455172,0,02/05/2015,07/01/2015,CAREER: New Frontiers in Time Series Analysis
NSF,LAWRENCE,University of Kansas Center for Research Inc,KS,435000,1465172,0,06/18/2015,07/01/2015,Catalytic Synthesis via C-C Cleavage
NSF,La Jolla,Wilson                  Andrew         T,CA,150000,1502512,0,03/18/2015,07/01/2015,PostDoctoral Research Fellowship
NSF,LA JOLLA,University of California-San Diego,CA,507000,1461632,0,04/16/2015,07/01/2015,Dynamics and Mechanisms of Electron Delocalization over Supramolecular Mixed Valence Systems
NSF,LOS ANGELES,University of Southern California,CA,221811,1512192,0,06/15/2015,07/01/2015,UNS: Collaborative Research: Crossing the boundary: motion of solid objects across air-liquid interfaces
NSF,SYRACUSE,Syracuse University,NY,180000,1503612,0,06/23/2015,07/01/2015,Holomorphic Singular Integral techniques for Non-Smooth domains and applications
NSF,CHICAGO,"BriteSeed, LLC",IL,174997,1520502,0,06/22/2015,07/01/2015,"SBIR Phase I:  Label-free imaging for real-time, intraoperative blood vessel visualization"
NSF,NEWARK,University of Delaware,DE,150000,1508042,0,05/06/2015,07/01/2015,"Collaborative Research: SusChEM: Using Ultrafast Carrier Dynamics to Link Structure, Properties, and Performance in Single-Crystal Cu2ZnSn(S,Se)4 for Thin Film Photovoltaics"
NSF,BETHLEHEM,Lehigh University,PA,395000,1505122,0,05/20/2015,07/01/2015,"Physics, Materials, and Electronic Properties of Dilute-As GaNAs Semiconductors"
NSF,BELTSVILLE,"Resensys, LLC",MD,178915,1520382,0,06/23/2015,07/01/2015,SBIR Phase I:  Kaiser Trigger: A Nano-Watt Powered Technology for Ultra-Low Power Fatigue Crack Detection
NSF,Boston,EDWISETECH INC,MA,172610,1520242,0,05/21/2015,07/01/2015,SBIR Phase I:  Big data Analytics Driven Adaptive Learning for STEM Education
NSF,GAINESVILLE,University of Florida,FL,16730,1523112,0,05/27/2015,07/01/2015,Doctoral Dissertation Improvement Grant: Insight Into Community Identity Development In Southeast Asia
NSF,STANFORD,Stanford University,CA,433924,1527942,0,06/16/2015,07/01/2015,Health Insurance Competition and Healthcare Costs
NSF,BERKELEY,University of California-Berkeley,CA,624986,1500852,0,04/24/2015,07/01/2015,Semiclassical Analysis
NSF,ITHACA,Cornell University,NY,258721,1456782,0,07/02/2015,07/01/2015,Collaborative Research: Ligule development in the proximal-distal axis of the maize leaf
NSF,CAMBRIDGE,Harvard University,MA,87499,1513492,0,06/23/2015,07/01/2015,"Collaborative Research:   Principled Science-Driven Methods for Massive, Intricate, and Multifaceted Data in Astronomy and Astrophysics"
NSF,WESTLAKE VILLAGE,"INSTRUMENTAL POLYMER TECHNOLOGIES, LLC",CA,150000,1519691,0,06/21/2015,07/01/2015,"SBIR Phase I:  Dendrimers for Fast-Drying, High-Solids, Nonisocyanate Coatings which Yield High Wear Resistance Finishes"
NSF,WASHINGTON,George Washington University,DC,50000,1546491,0,06/23/2015,07/01/2015,I-Corps:  Gut Microbiome Analytic Service
NSF,HANOVER,Dartmouth College,NH,299994,1509272,0,05/21/2015,07/01/2015,Collaborative Research: Nanostructured Conductive Tin Oxide for High-Efficiency Light Trapping in Thin Films and Photonic Devices
